"","genes","logFC","logCPM","LR","PValue","FDR"
"17226","ENSGMOG00000017686",1.49845289038238,3.25637349913781,26.7030614281655,2.37245331162786e-07,2.62689599906458e-05
"10305","ENSGMOG00000010613",-1.39618833403167,4.36560529556845,26.6983381401884,2.37825975223954e-07,2.62689599906458e-05
"9374","ENSGMOG00000009656",-1.26482201874557,5.12073022750838,26.64784603513,2.44122790502723e-07,2.65431457810379e-05
"4591","ENSGMOG00000004736",-1.22220479002636,5.00601845157312,26.6465993913453,2.4428035398935e-07,2.65431457810379e-05
"5933","ENSGMOG00000006124",-0.768331483896203,7.44192870089654,26.473335618755,2.67201007840203e-07,2.87995279821315e-05
"17458","ENSGMOG00000017923",-0.943117983261602,6.72533476980586,26.4511595256502,2.70286184880751e-07,2.88989988874498e-05
"7740","ENSGMOG00000007981",4.48942749063653,-0.671249431101736,26.3703045751304,2.8184040952653e-07,2.98952148676355e-05
"15896","ENSGMOG00000016328",-1.5696762110704,3.99743776847485,26.344308229587,2.85659489848648e-07,3.00617250537573e-05
"13520","ENSGMOG00000013902",-0.896500098909088,5.27481714748129,26.3145182248556,2.90099714530249e-07,3.02904897241936e-05
"7687","ENSGMOG00000007926",-1.36780883217366,3.76696227917206,26.1922480572641,3.09060717085674e-07,3.20201277817832e-05
"6402","ENSGMOG00000006604",-0.878751934679781,6.76790808442305,26.1756111467374,3.11734946229219e-07,3.20487504334885e-05
"17872","ENSGMOG00000018351",-0.687560775729079,6.93660570377398,26.0704237649755,3.29188142792684e-07,3.35847292246124e-05
"12043","ENSGMOG00000012395",-1.20990820242948,5.97644450151202,26.0556646558611,3.31714184769922e-07,3.35860612079546e-05
"2438","ENSGMOG00000002523",0.609869767501399,6.49805369282691,26.0368606685215,3.34960681451653e-07,3.36597707338447e-05
"10472","ENSGMOG00000010786",-1.35085264881487,2.72550959455948,25.9417700806435,3.51872343273201e-07,3.50953273719876e-05
"19668","ENSGMOG00000020186",-2.24749268562877,0.10581942851679,25.8726588744055,3.64698348313708e-07,3.61051364830571e-05
"4043","ENSGMOG00000004178",-0.841703721827989,6.79214237453078,25.7841516224552,3.81810772203919e-07,3.74203786300192e-05
"1723","ENSGMOG00000001785",-1.89002816231666,5.10989944676776,25.767653519326,3.85088495933302e-07,3.74203786300192e-05
"15292","ENSGMOG00000015711",3.10586284777311,-0.308924600728122,25.7611752123565,3.86383258581567e-07,3.74203786300192e-05
"2216","ENSGMOG00000002296",-0.779049184486689,6.11164361345805,25.6560879761795,4.08006271465653e-07,3.92302432959601e-05
"8534","ENSGMOG00000008787",-1.11679792668133,5.22721466309649,25.6399089556554,4.11441413758026e-07,3.92779606776859e-05
"19035","ENSGMOG00000019548",-0.73103888143182,6.23074724768145,25.5121018179905,4.39616796461782e-07,4.16700601752604e-05
"7260","ENSGMOG00000007491",-1.08796878304425,6.85151913872149,25.4788057281273,4.47269412366844e-07,4.19396177661492e-05
"16372","ENSGMOG00000016817",-0.532355288345725,7.933633186805,25.4720276909617,4.4884352983334e-07,4.19396177661492e-05
"790","ENSGMOG00000000824",0.577911475563418,11.7395054433463,25.4590426844998,4.51874669534267e-07,4.19396177661492e-05
"7600","ENSGMOG00000007838",-0.753367174951579,5.28763316245765,25.3812062269789,4.70479430428795e-07,4.33652247426265e-05
"3784","ENSGMOG00000003911",-0.589476684240507,6.51852272934435,25.3596635903829,4.75762998386591e-07,4.35518662564164e-05
"906","ENSGMOG00000000942",-0.737886922720026,6.06133899937865,25.1619373083215,5.27123525612512e-07,4.79252103388518e-05
"4974","ENSGMOG00000005137",-0.889929903483982,5.06323778076488,25.1428423000116,5.32368821951808e-07,4.80750628742292e-05
"14225","ENSGMOG00000014625",-1.34694493624302,3.76252920725326,25.0699846608225,5.52867716693049e-07,4.95911210308899e-05
"10170","ENSGMOG00000010471",0.630427950107782,10.1171878540228,24.887196586285,6.07847862745184e-07,5.41592445705959e-05
"17084","ENSGMOG00000017543",-0.974430912221368,5.49174678370556,24.8718211342514,6.12715312897124e-07,5.42313917673514e-05
"14148","ENSGMOG00000014544",-0.908182486033305,6.05897831585908,24.8403109964731,6.22813022542508e-07,5.47624739886883e-05
"2601","ENSGMOG00000002692",-1.083458749468,4.51913436083238,24.8082140202481,6.33270355962468e-07,5.50717400632207e-05
"14426","ENSGMOG00000014830",-1.1859245806494,5.91442290650196,24.8042576389043,6.34571490440403e-07,5.50717400632207e-05
