"","sample_1","sample_2","sample_3","sample_13","sample_14","sample_15"
"ENSGMOG00000011504",5.72570392046004,5.37214272769585,6.28851540980607,5.28864409693972,6.22108760152247,7.5716429556667
"ENSGMOG00000011505",0.80833467112377,0.317174478387947,1.1089425023744,0.779735988651368,0.805318783368604,0.886248284887197
"ENSGMOG00000011506",79.8455025143368,80.9786090134227,89.0264450381793,82.0756881967375,88.4240024138728,79.0880262926509
"ENSGMOG00000011507",84.7853255045377,93.2294732411571,83.4141140810406,85.7709587516505,88.3636035051201,87.8927103403346
"ENSGMOG00000011508",0.336806112968237,0.23788085879096,0.243426402960235,0.491572688497602,0.201329695842151,0.423857875380833
"ENSGMOG00000011509",67.4734912979702,80.1262026027551,66.563597520571,69.176142819266,63.8416465515461,63.6364801083133
"ENSGMOG00000011510",2.20046660472582,1.44710855764501,2.12321918137538,1.44081650076883,2.21462665426366,1.88809417215098
"ENSGMOG00000011511",0.134722445187295,0.158587239193973,0.283997470120274,0.339015647239725,0.342260482931657,0.0963313353138257
"ENSGMOG00000011512",42.7743763469662,47.8735228316807,44.506460674563,44.428000570766,42.0779064310096,44.2931479772971
"ENSGMOG00000011513",77.6001284278819,91.2273093463332,85.3885726828291,102.043709819157,98.5911520539014,105.752539907518
"ENSGMOG00000011514",4.17639580080614,2.93386392508851,3.67844342251022,3.9495322903428,2.95954652887962,3.7569220772392
"ENSGMOG00000011515",5.02963795365901,5.57037677668832,5.13900184027163,3.32235334294931,4.50978518686418,4.41197515737322
"ENSGMOG00000011516",16.68312946236,16.3344856369793,15.4440528989216,15.6116705553894,17.3344868120092,15.5093449855259
"ENSGMOG00000011517",3.18843120276598,3.05280435448399,2.6235956763492,2.93248534862362,2.71795089386904,2.35048458165735
"ENSGMOG00000011518",31.1882460608588,36.9904735419943,30.0496370765357,31.4267504991225,29.4545345017067,29.6893175437211
"ENSGMOG00000011519",7.52200318962397,9.01964922915724,8.16830818822122,8.83135761059485,9.26116600873895,8.4000924393656
"ENSGMOG00000011520",79.1269828066713,113.112348355102,97.6545586542143,74.9055072576173,58.4862766421449,74.3292583281479
"ENSGMOG00000011521",11.1146017279518,9.39629392224292,9.69648505124936,10.7128944527753,11.4355267238342,11.9836181130399
"ENSGMOG00000011522",1.12268704322746,0.95152343516384,1.66341375356161,0.8644899004613,1.28851005338977,1.25230735907973
"ENSGMOG00000011523",2.6495414220168,2.02198729972316,2.12321918137538,1.71202901856061,3.32193998139549,2.50461471815947
"ENSGMOG00000011524",5.72570392046004,6.22454913836346,5.96394687252576,7.01762389786232,6.54321511486991,7.10925254616034
"ENSGMOG00000011525",0.943057116311065,0.911876625365347,1.19008463669448,1.03399772408116,1.16771223588448,1.04037842138932
"ENSGMOG00000011526",0.202083667780942,0.11894042939548,0.175807957693503,0.237310953067808,0.402659391684302,0.346792807129773
"ENSGMOG00000011527",91.5214477639024,91.7625412786129,97.2623716716673,158.13384865497,144.836583188843,142.396979860897
"ENSGMOG00000011528",15.537988678268,18.1384154828107,15.5251950332417,16.6456682794705,13.5092225910083,14.7194280359526
"ENSGMOG00000011529",1.70648430570574,1.16958088905555,1.54170055208149,1.88153684218048,1.9931639888373,2.11928937690417
"ENSGMOG00000011530",148.262050928618,183.049320839644,142.634348445644,160.218794885494,134.770098396736,136.751963611507
"ENSGMOG00000011531",3.05370875757869,3.05280435448399,3.25920906185648,2.64432204846986,2.91928058971119,3.44866180423496
"ENSGMOG00000011532",12.7312710701994,15.5415494410094,12.455317618132,13.8487891897428,12.8045686555608,14.680895501827
