ID	sample_10	sample_23	sample_29	sample_36	sample_42	sample_49
ENSGMOG00000019776	17	4	6	2	8	1
ENSGMOG00000000442	213	111	494	99	325	195
ENSGMOG00000011008	596	385	423	348	582	820
ENSGMOG00000020837	24	22	15	11	8	107
ENSGMOG00000020982	7	5	8	9	2	2
ENSGMOG00000021719	4	0	10	2	4	1
ENSGMOG00000021916	0	0	0	0	0	1
ENSGMOG00000021564	46	13	5	1	15	15
ENSGMOG00000020761	0	5	5	4	4	8
ENSGMOG00000020649	1	0	2	0	4	8
ENSGMOG00000021421	20	4	11	14	6	17
ENSGMOG00000011019	445	181	255	151	272	422
ENSGMOG00000011030	534	190	295	146	367	439
ENSGMOG00000011038	89	24	57	38	19	25
ENSGMOG00000013438	1253	589	1001	1699	933	900
ENSGMOG00000013457	296	156	235	138	206	411
ENSGMOG00000013468	1687	1120	1789	2585	783	644
ENSGMOG00000021019	0	0	1	1	0	0
ENSGMOG00000013474	0	0	1	0	0	0
ENSGMOG00000013483	0	0	0	0	2	0
ENSGMOG00000013487	20	5	17	2	5	1
ENSGMOG00000005405	795	356	708	401	785	907
ENSGMOG00000005457	2	2	17	0	19	31
ENSGMOG00000005542	113	32	102	72	309	209
ENSGMOG00000016536	296	40	63	66	676	721
ENSGMOG00000016640	2154	1039	1255	733	1771	2156
ENSGMOG00000016652	596	241	456	353	848	690
ENSGMOG00000003556	317	70	293	128	203	135
ENSGMOG00000005354	383	169	201	206	164	254
ENSGMOG00000005362	385	252	351	262	230	389
ENSGMOG00000005374	451	136	159	149	318	386
ENSGMOG00000009597	6	0	2	0	1	0
ENSGMOG00000003827	19720	21229	36699	9396	29231	63186
ENSGMOG00000003845	672	426	344	309	333	378
ENSGMOG00000003859	2	0	0	0	0	0
ENSGMOG00000004898	170	148	297	88	191	193
ENSGMOG00000004916	1157	718	845	634	981	1207
ENSGMOG00000004970	5	0	2	0	1	0
ENSGMOG00000004990	984	170	540	293	1472	2685
ENSGMOG00000001173	3	1	2	2	0	0
ENSGMOG00000001199	511	151	158	139	574	624
ENSGMOG00000001216	253	124	172	145	201	292
ENSGMOG00000018261	0	0	0	0	0	0
ENSGMOG00000018268	4718	2757	3878	2397	3581	3668
ENSGMOG00000018292	471	293	556	651	173	382
ENSGMOG00000014485	0	1	0	0	0	0
ENSGMOG00000014589	19	21	0	12	55	14
ENSGMOG00000014818	2	0	0	0	1	0
ENSGMOG00000014895	0	1	0	0	0	0
ENSGMOG00000014349	694	329	376	230	651	746
ENSGMOG00000014379	16	6	15	4	2	0
ENSGMOG00000009643	34	7	12	16	8	4
ENSGMOG00000009654	470	220	479	282	369	480
ENSGMOG00000009677	343	208	232	307	357	405
ENSGMOG00000009685	497	153	439	393	312	324
ENSGMOG00000009714	3845	1330	1807	2334	1268	2292
ENSGMOG00000001232	8	2	8	3	9	4
ENSGMOG00000004782	7	4	8	4	1	0
ENSGMOG00000004814	1034	349	395	466	1271	1136
ENSGMOG00000004823	4522	2373	8470	3745	4906	6323
ENSGMOG00000004858	2004	1068	2578	878	913	1299
ENSGMOG00000004889	386	215	494	164	201	285
ENSGMOG00000004902	114	55	100	175	92	184
ENSGMOG00000004963	218	67	79	83	273	346
ENSGMOG00000014812	36	7	22	20	9	24
ENSGMOG00000001201	0	1	1	2	1	2
ENSGMOG00000001300	184	156	156	94	102	138
ENSGMOG00000001320	2277	1902	2171	1932	1751	1677
ENSGMOG00000001339	34	13	31	21	7	12
ENSGMOG00000014975	1305	1113	1373	1367	1077	1036
ENSGMOG00000003703	111	155	106	80	104	120
ENSGMOG00000003725	8633	4461	5435	2432	5076	7305
ENSGMOG00000003736	8338	3110	3598	2673	6678	7959
ENSGMOG00000003755	2186	808	1016	1227	1473	758
ENSGMOG00000003770	125	30	174	55	37	79
ENSGMOG00000003781	244	81	261	118	44	134
ENSGMOG00000003806	6	7	2	15	9	14
ENSGMOG00000003837	2	1	0	2	6	9
ENSGMOG00000019739	1	2	0	0	0	0
ENSGMOG00000003857	558	246	391	266	230	97
ENSGMOG00000003893	16	0	5	3	2	2
ENSGMOG00000019740	690	524	623	96	670	1005
ENSGMOG00000015891	241	94	123	88	116	176
ENSGMOG00000015915	888	557	1220	771	769	1118
ENSGMOG00000015960	1326	653	626	425	1125	1345
ENSGMOG00000015978	0	0	0	0	2	0
ENSGMOG00000015989	2038	907	1527	872	1364	2064
ENSGMOG00000010441	7	0	0	0	7	0
ENSGMOG00000007093	35	2	10	18	1	10
ENSGMOG00000009471	5	2	6	4	1	0
ENSGMOG00000009481	934	699	1901	830	1677	2199
ENSGMOG00000009486	275	188	196	106	302	367
ENSGMOG00000020005	0	0	2	0	0	0
ENSGMOG00000019478	8	0	8	16	9	1
ENSGMOG00000019479	10660	3693	5606	3130	8576	17876
ENSGMOG00000019483	790	447	151	145	477	39
ENSGMOG00000001724	7	10	16	2	1	10
ENSGMOG00000002060	11	8	2	2	1	2
ENSGMOG00000002071	1114	665	906	753	820	917
ENSGMOG00000002100	12	6	16	30	23	7
ENSGMOG00000002128	325	114	242	150	177	246
ENSGMOG00000021589	2	1	2	2	0	1
ENSGMOG00000002153	8	7	20	8	17	25
ENSGMOG00000002184	4	2	4	1	0	0
ENSGMOG00000002209	20	10	48	19	18	55
ENSGMOG00000002428	3193	2291	2292	1640	1086	1390
ENSGMOG00000002458	21	11	23	2	1	2
ENSGMOG00000006381	56	49	62	195	14	35
ENSGMOG00000006393	16	5	4	5	15	10
ENSGMOG00000016930	1319	1230	747	447	676	802
ENSGMOG00000016951	163	61	110	102	157	85
ENSGMOG00000016957	496	261	278	254	424	491
ENSGMOG00000016971	968	580	697	513	796	1062
ENSGMOG00000017060	119	12	48	39	137	95
ENSGMOG00000011996	0	0	0	1	0	1
ENSGMOG00000011998	6	0	11	0	3	3
ENSGMOG00000014106	3	2	9	7	6	13
ENSGMOG00000016188	2535	2850	6446	5659	2688	5349
ENSGMOG00000016219	36	14	34	24	26	46
ENSGMOG00000016235	129	140	205	172	36	20
ENSGMOG00000016244	194	165	184	226	156	164
ENSGMOG00000016259	483	714	727	906	306	340
ENSGMOG00000017306	0	0	1	2	4	1
ENSGMOG00000017372	3	0	0	3	5	0
ENSGMOG00000005640	184	58	144	142	110	101
ENSGMOG00000005684	628	260	424	292	509	529
ENSGMOG00000005705	1208	458	584	573	1345	1334
ENSGMOG00000005740	188	139	153	266	61	74
ENSGMOG00000014099	578	660	512	483	399	507
ENSGMOG00000014144	4	0	1	2	5	4
ENSGMOG00000014169	70	1	20	1	0	24
ENSGMOG00000014176	247	161	213	186	119	269
ENSGMOG00000014802	775	452	837	458	642	657
ENSGMOG00000014815	1128	396	569	630	678	686
ENSGMOG00000014844	371	118	268	219	222	224
ENSGMOG00000014858	406	341	360	253	272	382
ENSGMOG00000014885	18	45	38	51	15	20
ENSGMOG00000014894	29	37	53	23	42	63
ENSGMOG00000007842	0	0	0	0	2	0
ENSGMOG00000007850	13171	7254	8077	6238	9700	11162
ENSGMOG00000007853	3631	2052	2558	1731	3171	3209
ENSGMOG00000007862	244	189	400	261	76	201
ENSGMOG00000007868	2	0	0	2	0	0
ENSGMOG00000007884	217	214	302	85	119	206
ENSGMOG00000010828	46	16	38	22	59	65
ENSGMOG00000010838	68	5	3	1	8	9
ENSGMOG00000010864	0	0	0	0	2	0
ENSGMOG00000010908	0	0	0	0	0	0
ENSGMOG00000012889	0	0	0	0	0	0
ENSGMOG00000012907	2	1	0	0	0	0
ENSGMOG00000012914	4	1	3	0	0	0
ENSGMOG00000020075	0	0	4	1	4	0
ENSGMOG00000013829	97	197	221	107	80	65
ENSGMOG00000013850	10	1	16	16	11	1
ENSGMOG00000013867	0	0	1	0	0	0
ENSGMOG00000005642	0	0	0	2	0	0
ENSGMOG00000005665	6248	4582	4290	4090	4058	5251
ENSGMOG00000005703	1305	731	1140	1148	782	1262
ENSGMOG00000005714	0	0	0	0	0	0
ENSGMOG00000008112	241	55	124	95	114	235
ENSGMOG00000010552	129	101	137	67	257	226
ENSGMOG00000014308	14	10	15	7	8	25
ENSGMOG00000014341	437	120	148	126	435	467
ENSGMOG00000014382	8927	7031	9120	6294	7869	11481
ENSGMOG00000014402	118	24	27	35	112	68
ENSGMOG00000014436	260	201	385	230	163	223
ENSGMOG00000014458	6996	3650	3833	4429	3994	5276
ENSGMOG00000014564	758	498	760	539	659	1066
ENSGMOG00000014751	1	0	0	0	0	0
ENSGMOG00000014762	0	0	0	0	0	0
ENSGMOG00000014794	6	1	2	5	3	1
ENSGMOG00000019905	0	0	0	0	0	0
ENSGMOG00000019906	0	0	0	0	0	0
ENSGMOG00000019907	0	0	0	0	0	0
ENSGMOG00000014814	0	0	0	0	0	0
ENSGMOG00000019908	0	0	0	0	0	0
ENSGMOG00000014829	0	0	0	0	0	0
ENSGMOG00000014853	3	0	7	4	1	0
ENSGMOG00000013283	3422	4392	4203	2486	4145	4841
ENSGMOG00000013295	1535	2825	2199	1174	2089	1584
ENSGMOG00000013302	899	454	379	363	524	536
ENSGMOG00000013309	180	41	110	106	99	99
ENSGMOG00000013325	0	0	0	10	0	0
ENSGMOG00000013335	0	0	0	0	0	0
ENSGMOG00000013338	0	0	1	0	0	0
ENSGMOG00000013349	0	0	0	0	0	0
ENSGMOG00000013354	1	0	0	0	0	0
ENSGMOG00000004950	20	19	29	44	20	16
ENSGMOG00000005375	159	105	114	78	50	71
ENSGMOG00000005403	24	3	5	69	6	3
ENSGMOG00000005410	0	0	0	4	0	1
ENSGMOG00000005467	129	5	199	93	69	12
ENSGMOG00000003662	25	409	29	31	25	28
ENSGMOG00000003676	18	392	16	32	15	12
ENSGMOG00000003699	836	306	595	654	943	937
ENSGMOG00000004678	2694	991	1834	1310	2151	2665
ENSGMOG00000004730	39	12	16	4	33	15
ENSGMOG00000004766	14	13	3	3	15	6
ENSGMOG00000004774	1246	703	852	443	1079	1410
ENSGMOG00000004785	16717	5332	6997	5242	26115	16274
ENSGMOG00000019337	1	0	0	0	0	0
ENSGMOG00000020000	0	0	0	0	0	0
ENSGMOG00000014850	0	0	0	0	0	0
ENSGMOG00000014867	2541	1379	1441	1141	2169	2814
ENSGMOG00000014900	548	323	533	350	444	598
ENSGMOG00000014942	6647	2922	3533	2808	5046	6188
ENSGMOG00000014993	214	73	80	78	221	245
ENSGMOG00000015010	0	0	0	0	0	0
ENSGMOG00000015022	0	0	7	0	1	0
ENSGMOG00000006512	402	89	191	224	184	199
ENSGMOG00000006557	2095	460	1603	1646	1406	1754
ENSGMOG00000006575	1661	1880	1483	1057	980	1052
ENSGMOG00000006588	274	248	109	96	253	332
ENSGMOG00000006618	613	224	265	183	599	728
ENSGMOG00000015409	692	267	352	313	302	354
ENSGMOG00000004316	89	60	199	126	82	151
ENSGMOG00000004351	352	101	223	150	187	367
ENSGMOG00000004376	20	0	6	6	8	2
ENSGMOG00000008586	43	22	1	24	22	21
ENSGMOG00000008598	686	405	401	250	595	338
ENSGMOG00000008654	1559	493	737	453	1529	1931
ENSGMOG00000008680	331	99	255	286	425	688
ENSGMOG00000010812	1	0	0	1	0	0
ENSGMOG00000010855	3	1	0	3	0	4
ENSGMOG00000010879	1	2	3	1	0	0
ENSGMOG00000010892	1013	692	828	656	751	1056
ENSGMOG00000010935	496	307	344	341	540	653
ENSGMOG00000009247	919	364	493	260	846	909
ENSGMOG00000019880	10	4	2	9	14	1
ENSGMOG00000009253	1	2	11	6	1	0
ENSGMOG00000009262	1266	562	956	512	920	1334
ENSGMOG00000009280	834	556	901	381	793	1095
ENSGMOG00000009293	1883	826	729	471	3077	4425
ENSGMOG00000014752	593	281	797	661	400	491
ENSGMOG00000014830	5008	1550	2750	1752	5188	6784
ENSGMOG00000020944	0	0	3	0	0	0
ENSGMOG00000021325	0	0	0	0	0	0
ENSGMOG00000021341	0	0	0	0	0	0
ENSGMOG00000021701	0	0	0	0	0	0
ENSGMOG00000020692	0	0	0	0	0	0
ENSGMOG00000020657	0	1	0	0	0	2
ENSGMOG00000021892	2	0	0	0	0	0
ENSGMOG00000014957	694	461	1458	416	723	620
ENSGMOG00000015078	1098	534	1026	313	467	498
ENSGMOG00000015118	6	1	33	6	2	2
ENSGMOG00000021677	1	0	0	0	0	0
ENSGMOG00000015148	289	114	60	59	250	237
ENSGMOG00000007851	588	354	548	300	617	894
ENSGMOG00000007857	9267	6231	9500	5464	7208	8901
ENSGMOG00000007864	850	456	721	503	716	736
ENSGMOG00000007877	6964	2777	4256	3185	5211	7315
ENSGMOG00000007890	181	53	126	80	318	255
ENSGMOG00000014553	6	1	6	3	0	2
ENSGMOG00000014561	1983	1034	2080	1323	1751	939
ENSGMOG00000014637	7862	4718	8029	4688	6971	6722
ENSGMOG00000014648	527	402	575	299	597	742
ENSGMOG00000003524	2891	360	615	370	3701	3382
ENSGMOG00000003562	927	72	49	9	548	576
ENSGMOG00000003588	1432	4389	1789	1065	1020	1098
ENSGMOG00000003605	4599	2038	2402	1199	3957	5016
ENSGMOG00000003624	1409	845	919	499	981	1303
ENSGMOG00000003642	64	13	14	0	2	66
ENSGMOG00000003739	45	2	10	5	5	5
ENSGMOG00000002564	167	62	2	4	31	20
ENSGMOG00000000996	0	0	0	0	0	0
ENSGMOG00000000575	3066	4720	2149	2499	1115	1628
ENSGMOG00000000594	0	6	23	4	2	2
ENSGMOG00000000622	573	224	314	258	596	725
ENSGMOG00000000636	4	3	2	1	0	0
ENSGMOG00000000643	172	78	238	108	80	97
ENSGMOG00000004256	629	200	1848	404	390	425
ENSGMOG00000004276	402	173	380	197	266	275
ENSGMOG00000004308	356	158	334	207	165	224
ENSGMOG00000004343	287	147	140	212	93	79
ENSGMOG00000012460	1407	261	489	548	747	670
ENSGMOG00000016518	65	12	71	25	77	68
ENSGMOG00000002038	2	1	0	3	1	0
ENSGMOG00000002043	1905	879	1201	642	2001	2433
ENSGMOG00000002064	621	663	821	493	420	488
ENSGMOG00000002074	31	8	18	32	10	19
ENSGMOG00000006436	12	8	2	32	6	2
ENSGMOG00000006449	292	331	362	332	171	161
ENSGMOG00000006491	452	247	500	240	421	539
ENSGMOG00000003775	167	85	65	34	35	19
ENSGMOG00000003873	0	2	7	0	0	0
ENSGMOG00000003880	11	18	42	14	1	4
ENSGMOG00000019743	0	0	2	0	0	0
ENSGMOG00000019745	3	4	3	1	1	0
ENSGMOG00000019746	3	17	36	45	4	9
ENSGMOG00000020014	5	2	12	12	0	0
ENSGMOG00000003892	3	10	4	12	1	0
ENSGMOG00000003898	2	1	4	1	0	0
ENSGMOG00000003924	1	3	13	2	0	0
ENSGMOG00000020015	0	1	2	1	0	0
ENSGMOG00000020016	1	3	8	0	0	0
ENSGMOG00000020017	0	3	7	8	0	0
ENSGMOG00000020018	13	27	46	36	0	3
ENSGMOG00000004527	3353	2658	4143	5295	884	1478
ENSGMOG00000004618	0	1	0	0	2	0
ENSGMOG00000004676	2338	1839	1924	1668	2140	2516
ENSGMOG00000004697	31	2	19	15	27	5
ENSGMOG00000016633	618	446	1120	639	181	202
ENSGMOG00000016645	52	10	22	15	12	8
ENSGMOG00000016656	1	0	4	0	0	0
ENSGMOG00000016663	0	0	0	1	0	0
ENSGMOG00000016687	0	0	0	0	0	0
ENSGMOG00000004445	52	12	54	18	5	10
ENSGMOG00000015923	1	0	1	5	0	0
ENSGMOG00000009224	829	404	354	455	402	572
ENSGMOG00000016744	254	117	119	48	174	218
ENSGMOG00000016785	2377	2209	2047	1449	956	1419
ENSGMOG00000016800	2	10	4	4	2	3
ENSGMOG00000016812	2	32	13	8	8	1
ENSGMOG00000016817	1065	973	1185	1505	966	1712
ENSGMOG00000000650	96	59	153	110	63	87
ENSGMOG00000000675	5409	3193	3915	2604	5139	7228
ENSGMOG00000013060	0	0	0	0	0	0
ENSGMOG00000013065	0	0	0	0	1	0
ENSGMOG00000013072	74	10	26	17	116	139
ENSGMOG00000021403	0	0	0	0	0	0
ENSGMOG00000022033	0	0	0	0	0	0
ENSGMOG00000013084	5243	2974	3784	3365	3906	5233
ENSGMOG00000013100	1015	622	472	544	999	914
ENSGMOG00000013114	1662	764	891	1086	1400	1312
ENSGMOG00000002898	9391	3436	7098	8237	3365	4667
ENSGMOG00000002989	2	0	1	0	0	1
ENSGMOG00000002998	0	0	0	1	0	0
ENSGMOG00000003005	2	0	2	2	0	2
ENSGMOG00000003022	111	15	83	43	35	65
ENSGMOG00000004124	0	0	0	0	0	17
ENSGMOG00000004134	12	0	0	3	0	158
ENSGMOG00000004152	0	0	0	0	0	0
ENSGMOG00000004162	511	181	241	299	442	407
ENSGMOG00000004177	1	0	1	0	0	0
ENSGMOG00000004186	4849	1546	2774	1624	5027	6490
ENSGMOG00000004274	455	180	276	206	500	461
ENSGMOG00000002402	1316	328	1006	568	893	683
ENSGMOG00000000946	352	115	199	146	418	493
ENSGMOG00000019929	748	155	757	822	8	2
ENSGMOG00000019932	63	93	65	51	1	0
ENSGMOG00000000989	165	239	201	223	171	182
ENSGMOG00000008570	0	0	6	1	2	0
ENSGMOG00000008577	4575	4354	3040	1760	4128	5514
ENSGMOG00000012578	138	55	93	61	101	99
ENSGMOG00000012581	684	307	377	259	416	397
ENSGMOG00000012582	100	32	44	50	171	145
ENSGMOG00000012584	36	12	67	14	21	22
ENSGMOG00000012586	2084	1107	2839	2483	1025	1189
ENSGMOG00000015911	1613	738	567	428	732	1683
ENSGMOG00000015931	709	359	772	861	768	768
ENSGMOG00000015966	2576	2219	3843	3737	1128	2418
ENSGMOG00000015992	779	512	229	455	618	488
ENSGMOG00000016005	2318	707	1248	3271	1775	1620
ENSGMOG00000018789	205	119	112	87	244	216
ENSGMOG00000018803	0	0	3	0	2	0
ENSGMOG00000018822	93	33	62	44	58	83
ENSGMOG00000018826	35	31	50	16	30	72
ENSGMOG00000013674	21	2774	2414	9	4	16
ENSGMOG00000008212	572	209	265	276	419	409
ENSGMOG00000008223	1129	658	1047	652	1002	1407
ENSGMOG00000008233	0	1	0	0	0	0
ENSGMOG00000008235	389	166	264	342	393	409
ENSGMOG00000006304	0	0	3	1	0	0
ENSGMOG00000010912	1366	859	743	666	767	912
ENSGMOG00000010919	191	462	135	1000	77	119
ENSGMOG00000014528	135	18	86	110	32	41
ENSGMOG00000014582	1615	1038	1242	1075	1171	1413
ENSGMOG00000014632	188	110	195	99	164	160
ENSGMOG00000014643	1495	1960	1817	1848	883	1116
ENSGMOG00000006261	2927	998	2102	1049	1847	2017
ENSGMOG00000017962	0	0	0	0	0	0
ENSGMOG00000017973	0	0	3	0	4	0
ENSGMOG00000006063	12321	4826	7336	6343	9190	10290
ENSGMOG00000006133	476	233	298	221	302	328
ENSGMOG00000006143	1739	839	961	999	1674	1519
ENSGMOG00000006176	33	9	2	4	12	6
ENSGMOG00000006205	2112	1097	1498	1132	1317	1740
ENSGMOG00000018983	9085	2631	5220	1122	4364	8271
ENSGMOG00000018988	1	0	1	0	1	2
ENSGMOG00000018995	935	507	868	576	604	951
ENSGMOG00000019019	0	0	3	0	0	0
ENSGMOG00000008620	221	103	217	162	229	368
ENSGMOG00000019850	874	1077	877	693	495	733
ENSGMOG00000008626	1060	320	658	647	991	1160
ENSGMOG00000008642	355	138	205	163	380	478
ENSGMOG00000008653	1208	384	692	496	1247	1317
ENSGMOG00000008675	368	231	628	558	214	295
ENSGMOG00000021157	0	0	0	0	0	0
ENSGMOG00000014009	0	0	10	4	0	0
ENSGMOG00000005400	7	4	4	5	4	8
ENSGMOG00000005421	403	231	387	294	290	387
ENSGMOG00000005437	0	0	0	0	0	0
ENSGMOG00000005448	0	0	0	0	0	0
ENSGMOG00000016494	19	2	7	1	2	3
ENSGMOG00000016594	332	157	202	121	413	387
ENSGMOG00000016673	98	26	90	44	54	54
ENSGMOG00000020222	597	339	455	276	467	429
ENSGMOG00000006072	157	63	98	46	144	188
ENSGMOG00000000393	1	0	0	3	0	0
ENSGMOG00000009878	406	945	1421	955	159	113
ENSGMOG00000009899	418	207	220	137	306	481
ENSGMOG00000009904	126	29	58	35	175	172
ENSGMOG00000009917	147	29	154	158	262	215
ENSGMOG00000009923	10	0	0	1	0	1
ENSGMOG00000009929	14	0	6	0	4	6
ENSGMOG00000018156	127	110	106	85	58	86
ENSGMOG00000004417	0	5	1	0	0	0
ENSGMOG00000004459	0	0	0	0	0	0
ENSGMOG00000004475	0	2	0	0	0	0
ENSGMOG00000021462	0	0	0	0	0	0
ENSGMOG00000017249	155	202	48	45	159	51
ENSGMOG00000019817	2001	729	13	2450	10	18
ENSGMOG00000009416	3933	2745	3223	2937	2929	3230
ENSGMOG00000009422	913	400	565	388	561	746
ENSGMOG00000009434	3	0	0	0	0	0
ENSGMOG00000009447	0	0	0	0	0	0
ENSGMOG00000009450	0	0	0	0	0	0
ENSGMOG00000009462	0	0	0	0	0	0
ENSGMOG00000009464	0	0	0	0	0	0
ENSGMOG00000009469	1	0	0	0	0	0
ENSGMOG00000009473	0	0	0	0	0	0
ENSGMOG00000009480	0	0	0	0	0	0
ENSGMOG00000009179	0	0	1	0	1	0
ENSGMOG00000009186	7	3	12	11	5	5
ENSGMOG00000000567	0	0	0	0	0	0
ENSGMOG00000013397	0	0	1	0	0	0
ENSGMOG00000013410	0	0	1	0	0	0
ENSGMOG00000021914	0	0	0	0	0	0
ENSGMOG00000004988	53	16	14	9	14	13
ENSGMOG00000005003	1074	984	587	553	829	1007
ENSGMOG00000005035	370	172	300	172	215	328
ENSGMOG00000005053	21	6	9	1	4	9
ENSGMOG00000005075	434	169	225	131	224	254
ENSGMOG00000002447	0	0	0	0	0	0
ENSGMOG00000018103	862	460	578	341	914	1153
ENSGMOG00000018130	2	0	2	3	0	2
ENSGMOG00000019429	172	81	214	100	53	75
ENSGMOG00000019445	265	199	186	186	302	486
ENSGMOG00000019447	240	138	181	191	268	426
ENSGMOG00000019450	582	506	427	369	528	867
ENSGMOG00000002022	262	123	196	139	117	151
ENSGMOG00000002039	5168	2499	3101	1928	3843	4793
ENSGMOG00000002049	1211	213	559	313	795	861
ENSGMOG00000019996	62	43	61	43	42	19
ENSGMOG00000002085	664	300	481	473	359	311
ENSGMOG00000019997	20	20	27	11	19	17
ENSGMOG00000000440	814	149	392	188	578	444
ENSGMOG00000004283	2552	837	2226	1638	1906	1694
ENSGMOG00000004320	1991	1253	1423	1284	1628	1854
ENSGMOG00000004338	53	47	61	71	14	9
ENSGMOG00000004356	1766	2658	1723	2384	1959	2002
ENSGMOG00000004378	22	15	30	23	10	10
ENSGMOG00000004404	12857	6845	19246	14804	4555	8444
ENSGMOG00000003026	453	334	416	396	494	317
ENSGMOG00000003071	57	45	72	45	57	85
ENSGMOG00000003086	607	244	580	496	322	431
ENSGMOG00000003094	5	0	0	0	4	1
ENSGMOG00000003107	0	0	6	2	1	0
ENSGMOG00000012702	211	77	121	112	117	96
ENSGMOG00000012704	8	3	7	1	3	3
ENSGMOG00000012713	460	327	589	439	275	479
ENSGMOG00000011304	537	143	161	133	211	347
ENSGMOG00000011319	1087	817	578	302	886	323
ENSGMOG00000015270	0	0	0	0	0	1
ENSGMOG00000015279	523	229	443	240	408	496
ENSGMOG00000015312	210	206	300	203	213	168
ENSGMOG00000007486	1169	549	1087	473	1030	1649
ENSGMOG00000007503	2479	1047	2200	1101	2164	2272
ENSGMOG00000007509	233	299	455	592	110	228
ENSGMOG00000018639	92	175	189	151	77	96
ENSGMOG00000018640	110	83	123	73	81	222
ENSGMOG00000019393	1	1	0	0	0	0
ENSGMOG00000019394	652	346	238	134	1422	3086
ENSGMOG00000019401	14	4	13	2	13	10
ENSGMOG00000019406	18	7	7	0	4	8
ENSGMOG00000000613	400	231	210	307	144	98
ENSGMOG00000007978	140	147	142	35	69	99
ENSGMOG00000018889	6	0	3	2	1	0
ENSGMOG00000009113	26598	17331	9252	1425	44728	11405
ENSGMOG00000009127	1023	910	2898	3587	151	230
ENSGMOG00000009133	22886	13766	14247	13954	13468	14082
ENSGMOG00000018957	1228	379	1017	764	1118	1114
ENSGMOG00000018966	61	19	55	30	45	51
ENSGMOG00000018971	576	452	249	102	697	1365
ENSGMOG00000019027	1145	896	947	667	990	1243
ENSGMOG00000003168	12	3	4	4	0	0
ENSGMOG00000003286	76	18	15	9	71	131
ENSGMOG00000003336	1296	799	837	634	1231	1344
ENSGMOG00000003377	259	107	205	114	258	389
ENSGMOG00000003410	9132	7580	8122	6547	6002	4216
ENSGMOG00000003439	714	210	376	181	604	713
ENSGMOG00000003509	122	33	78	86	36	159
ENSGMOG00000003665	1899	749	942	634	1607	2248
ENSGMOG00000003721	138	8	0	0	8	1
ENSGMOG00000016955	118	9	49	41	22	66
ENSGMOG00000017003	6	1	0	1	1	1
ENSGMOG00000017019	482	311	219	160	509	783
ENSGMOG00000002307	0	0	0	1	1	0
ENSGMOG00000002328	860	297	632	555	730	960
ENSGMOG00000002379	1	2	2	1	0	0
ENSGMOG00000002399	176	121	189	116	187	186
ENSGMOG00000002450	0	2	0	1	0	0
ENSGMOG00000002472	412	237	494	172	333	483
ENSGMOG00000018374	5	2	1	1	8	7
ENSGMOG00000018380	6201	2473	3794	3126	2710	2043
ENSGMOG00000010218	525	156	369	205	321	268
ENSGMOG00000007154	5	8	3	3	17	2
ENSGMOG00000007208	1	2	0	1	0	0
ENSGMOG00000020354	259	45	131	163	495	544
ENSGMOG00000007219	1	3	3	14	1	0
ENSGMOG00000017816	0	0	0	0	0	0
ENSGMOG00000012293	2	1	0	2	1	0
ENSGMOG00000012297	150	87	136	148	111	91
ENSGMOG00000012299	3147	1284	2416	2061	1967	2790
ENSGMOG00000012305	1014	652	832	934	621	1006
ENSGMOG00000012309	98	40	109	98	76	68
ENSGMOG00000012312	18960	16789	24039	24309	15426	13895
ENSGMOG00000010825	4180	975	1949	1838	2065	2045
ENSGMOG00000010882	16833	5798	6407	11703	11090	23307
ENSGMOG00000010914	2956	1534	1444	1273	1925	2528
ENSGMOG00000010918	417	281	254	195	431	562
ENSGMOG00000001929	347	246	392	258	268	408
ENSGMOG00000001936	6	2	13	10	2	5
ENSGMOG00000000132	1262	541	847	416	696	1400
ENSGMOG00000000140	1	7	6	3	17	16
ENSGMOG00000000143	240	126	101	33	208	170
ENSGMOG00000000150	429	67	103	48	152	303
ENSGMOG00000000152	77	40	52	31	50	66
ENSGMOG00000009844	527	315	527	209	334	439
ENSGMOG00000009849	340	183	276	196	543	684
ENSGMOG00000001757	776	300	346	381	382	549
ENSGMOG00000001771	876	484	903	629	609	671
ENSGMOG00000001786	5	0	0	1	0	0
ENSGMOG00000001801	5381	1859	2858	2308	4112	5327
ENSGMOG00000001847	1	2	4	1	0	0
ENSGMOG00000001856	7	13	8	4	8	0
ENSGMOG00000001880	6652	4260	3430	3750	4456	4897
ENSGMOG00000001891	0	0	0	0	0	0
ENSGMOG00000013714	974	396	571	307	720	731
ENSGMOG00000013770	591	220	392	225	398	403
ENSGMOG00000016519	84	42	57	37	59	32
ENSGMOG00000016525	0	0	0	0	2	0
ENSGMOG00000012687	3947	4211	5729	2164	5465	6821
ENSGMOG00000012691	1	0	0	0	0	0
ENSGMOG00000012693	1648	1022	1022	800	1393	1716
ENSGMOG00000012695	5241	3162	3494	3432	5404	5819
ENSGMOG00000005140	2	3	0	0	2	0
ENSGMOG00000005222	379	173	199	162	58	113
ENSGMOG00000005237	766	556	711	534	690	1072
ENSGMOG00000020430	12	3	0	5	7	19
ENSGMOG00000005343	23	8	9	2	42	50
ENSGMOG00000005379	984	446	536	404	874	916
ENSGMOG00000004642	4	2	3	3	0	0
ENSGMOG00000004671	6	19	0	2	6	10
ENSGMOG00000013751	4965	3246	4330	2484	4187	5256
ENSGMOG00000013808	468	172	334	125	370	437
ENSGMOG00000013884	0	0	0	0	0	0
ENSGMOG00000015136	2222	1478	2110	1554	867	1128
