ID	sample_1	sample_6	sample_12	sample_18	sample_25	sample_31	sample_38	sample_44
ENSGMOG00000004776	65	94	97	28	155	202	61	78
ENSGMOG00000004802	0	0	1	1	0	0	0	1
ENSGMOG00000017280	366	680	452	357	389	287	723	650
ENSGMOG00000017324	157	213	157	158	152	184	147	182
ENSGMOG00000017359	2072	1771	2409	2376	2033	2422	3188	3133
ENSGMOG00000017374	4	17	8	5	12	16	20	30
ENSGMOG00000017388	0	0	0	5	3	5	0	0
ENSGMOG00000017402	3	7	0	2	9	16	0	6
ENSGMOG00000014227	151	24	96	73	165	157	332	239
ENSGMOG00000018164	3	0	0	1	0	25	0	0
ENSGMOG00000018168	8	0	11	2	8	6	14	5
ENSGMOG00000016820	58	22	116	95	225	83	262	91
ENSGMOG00000020398	21	6	32	27	22	22	28	49
ENSGMOG00000016846	5	39	24	61	25	9	30	28
ENSGMOG00000000038	862	555	896	361	617	459	1532	1294
ENSGMOG00000000043	1	0	0	0	0	0	0	0
ENSGMOG00000000044	402	444	991	242	572	742	1522	1700
ENSGMOG00000000048	29	17	41	33	37	41	42	41
ENSGMOG00000000052	284	89	210	182	190	404	27	32
ENSGMOG00000000057	65	46	80	54	34	67	15	6
ENSGMOG00000000060	14	7	22	14	11	7	13	15
ENSGMOG00000000070	529	788	667	496	857	1015	1492	1818
ENSGMOG00000003276	1556	1733	2441	1658	1766	1886	3579	3502
ENSGMOG00000003299	9900	20198	17107	8991	12047	14513	15600	17421
ENSGMOG00000003326	416	436	408	222	284	319	829	691
ENSGMOG00000003342	337	46	426	296	364	303	648	614
ENSGMOG00000000502	477	266	415	310	625	465	966	626
ENSGMOG00000000558	0	0	0	0	0	0	0	0
ENSGMOG00000000564	112	42	189	88	143	119	230	209
ENSGMOG00000000574	0	1	3	0	4	7	3	1
ENSGMOG00000002090	1280	469	1149	839	1356	1722	2179	2281
ENSGMOG00000005580	59	1	52	36	83	48	53	51
ENSGMOG00000004090	0	0	1	2	0	0	0	1
ENSGMOG00000004125	0	0	0	0	0	0	0	0
ENSGMOG00000006467	980	345	1420	2191	947	1311	407	889
ENSGMOG00000006501	4645	3697	2935	6504	2782	3821	10579	4248
ENSGMOG00000005267	3	26	22	55	61	10	38	26
ENSGMOG00000005287	41664	101444	60102	38560	47760	65343	52912	58013
ENSGMOG00000000904	2682	3809	14060	2672	5650	2604	4923	5196
ENSGMOG00000000933	1099	851	2319	1021	1936	1575	1513	1510
ENSGMOG00000000943	62	36	93	23	191	125	64	108
ENSGMOG00000000969	121	95	78	54	240	138	160	75
ENSGMOG00000000993	1513	1000	1196	500	1044	879	2628	2324
ENSGMOG00000001029	997	307	872	841	621	664	2446	3770
ENSGMOG00000001052	4	0	10	4	6	20	29	31
ENSGMOG00000002949	0	0	0	0	0	0	0	0
ENSGMOG00000002962	991	1741	1779	823	1015	1146	3864	3418
ENSGMOG00000003020	312	127	611	208	280	231	671	712
ENSGMOG00000003033	280	390	644	193	645	511	350	164
ENSGMOG00000003041	1	0	6	0	0	2	5	3
ENSGMOG00000003055	0	0	2	2	0	0	0	0
ENSGMOG00000004656	275	404	370	233	293	357	1011	946
ENSGMOG00000004691	0	0	40	13	2	8	5	0
ENSGMOG00000004696	806	208	460	427	919	1246	419	552
ENSGMOG00000004723	851	1798	1514	1101	1013	1191	2075	2477
ENSGMOG00000004746	654	604	724	876	1028	822	783	818
ENSGMOG00000019206	269	112	243	335	222	349	311	305
ENSGMOG00000019210	0	0	0	0	0	0	0	0
ENSGMOG00000019220	640	778	1156	555	770	729	1018	977
ENSGMOG00000019234	3984	3586	4688	2988	3400	3069	7159	8124
ENSGMOG00000018682	355	620	177	562	330	463	345	315
ENSGMOG00000018692	5	5	2	12	17	25	0	0
ENSGMOG00000018707	800	1739	1100	757	1547	2095	1271	1454
ENSGMOG00000018719	484	129	214	134	345	513	132	204
ENSGMOG00000018733	2	2	8	4	21	6	14	0
ENSGMOG00000018743	26128	4905	8888	3287	10862	12875	6523	7198
ENSGMOG00000000678	5	0	0	0	0	0	3	0
ENSGMOG00000000686	1	0	0	0	0	0	0	0
ENSGMOG00000000691	54	7	65	240	171	97	97	111
ENSGMOG00000018676	351	1149	839	608	574	869	988	649
ENSGMOG00000018686	30	19	66	51	94	108	163	169
ENSGMOG00000014421	652	539	594	342	824	1257	600	751
ENSGMOG00000014473	10	11	2	10	0	4	8	26
ENSGMOG00000020124	50	72	44	29	46	47	69	92
ENSGMOG00000010956	5794	3835	5338	5768	6431	6786	5606	5022
ENSGMOG00000010980	1257	583	1331	1441	1410	1153	2521	2437
ENSGMOG00000010988	44	71	127	78	144	146	145	167
ENSGMOG00000010996	47	92	116	68	94	139	243	264
ENSGMOG00000011001	101	126	169	82	144	140	355	275
ENSGMOG00000011007	32	25	46	22	35	25	81	74
ENSGMOG00000011011	1908	1248	2135	1152	1702	1538	2159	2533
ENSGMOG00000004893	6	4	14	9	37	12	43	22
ENSGMOG00000021449	10	27	28	15	32	36	52	19
ENSGMOG00000021194	9	4	5	15	24	21	22	15
ENSGMOG00000004904	27	18	28	93	22	24	96	97
ENSGMOG00000004920	0	0	0	0	0	0	0	0
ENSGMOG00000004936	291	73	471	196	654	667	537	550
ENSGMOG00000011439	22	23	6	6	27	22	35	30
ENSGMOG00000011459	836	582	1240	1059	1018	1044	2004	2239
ENSGMOG00000011478	139	117	386	158	459	280	304	273
ENSGMOG00000011491	1	1	0	0	0	0	0	0
ENSGMOG00000011560	34	133	124	30	83	33	110	126
ENSGMOG00000011578	135	225	150	70	134	131	486	599
ENSGMOG00000021484	0	0	0	0	0	0	0	0
ENSGMOG00000009172	13332	18141	11685	7674	5711	5041	6408	8920
ENSGMOG00000009187	102	148	179	103	97	60	356	259
ENSGMOG00000009198	740	411	581	422	542	524	914	1063
ENSGMOG00000012072	44	64	73	107	106	39	151	157
ENSGMOG00000020584	4	0	50	18	0	8	0	8
ENSGMOG00000012073	12	28	27	19	57	58	81	97
ENSGMOG00000012077	189	94	333	207	449	478	555	564
ENSGMOG00000012082	12	18	24	27	27	23	7	9
ENSGMOG00000012085	63	28	27	13	0	11	7	39
ENSGMOG00000015544	352	367	368	315	402	464	427	421
ENSGMOG00000015562	2669	1780	1018	965	1964	1629	4058	3116
ENSGMOG00000015582	31	10	67	25	60	9	31	54
ENSGMOG00000015628	1898	1110	1639	1258	2132	2147	1371	1679
ENSGMOG00000015667	704	461	778	716	1044	737	1126	770
ENSGMOG00000015692	207	346	1209	307	398	303	335	355
ENSGMOG00000015698	301	581	2506	441	677	475	576	617
ENSGMOG00000018034	3	3	1	0	0	0	3	1
ENSGMOG00000018039	6616	6489	9390	5205	6950	9299	8634	6420
ENSGMOG00000018057	877	1831	1371	1079	1336	1137	1641	1559
ENSGMOG00000018077	210	121	168	159	11	155	254	32
ENSGMOG00000018208	14	4	14	10	34	14	20	2
ENSGMOG00000017580	67	149	143	103	519	140	218	139
ENSGMOG00000017601	151	68	312	59	143	93	249	205
ENSGMOG00000017627	130	61	154	53	230	125	192	125
ENSGMOG00000017659	121	108	116	51	207	94	140	86
ENSGMOG00000017675	132	119	95	204	116	115	233	91
ENSGMOG00000017694	3541	1659	1974	2031	2325	2327	4350	3648
ENSGMOG00000008649	835	657	1221	1228	935	1191	2682	1434
ENSGMOG00000008662	149	106	77	80	86	86	142	126
ENSGMOG00000008689	608	239	430	148	180	186	940	1145
ENSGMOG00000008702	32516	27479	31740	18966	22900	29294	20418	25452
ENSGMOG00000008717	251	215	198	188	220	255	264	232
ENSGMOG00000008732	354	520	848	410	409	508	929	1040
ENSGMOG00000015730	34	5	73	8	26	12	128	81
ENSGMOG00000015799	248	208	336	283	246	178	604	545
ENSGMOG00000015802	299	192	429	398	530	426	287	282
ENSGMOG00000015844	775	709	717	780	1208	1319	999	1088
ENSGMOG00000000820	99	63	16	51	107	64	27	23
ENSGMOG00000000856	0	2	0	0	0	1	0	1
ENSGMOG00000018158	709	420	1134	500	656	817	1789	2341
ENSGMOG00000018211	0	0	0	0	1	0	0	2
ENSGMOG00000006484	8	16	7	4	2	3	3	0
ENSGMOG00000006513	0	0	0	0	0	0	0	0
ENSGMOG00000006526	18	6	44	9	28	21	28	33
ENSGMOG00000013453	2146	2215	3046	2534	2415	2536	3333	2759
ENSGMOG00000013463	14827	40346	24867	22093	25475	19466	29474	29654
ENSGMOG00000000883	843	640	752	404	787	745	692	821
ENSGMOG00000021386	1	0	3	2	23	5	0	0
ENSGMOG00000012310	1312	929	954	791	1118	1181	1213	1211
ENSGMOG00000012322	483	208	773	285	668	658	579	581
ENSGMOG00000012340	507	241	721	333	565	319	723	723
ENSGMOG00000012341	428	468	554	420	653	709	569	643
ENSGMOG00000021493	0	0	1	0	0	0	0	1
ENSGMOG00000021161	0	1	0	0	0	0	2	1
ENSGMOG00000012344	281	688	539	244	426	311	1086	1180
ENSGMOG00000012348	233	308	354	239	282	291	462	464
ENSGMOG00000020597	73	183	194	94	121	137	143	169
ENSGMOG00000006222	0	3	6	0	0	0	7	0
ENSGMOG00000006229	5	0	11	0	0	0	7	1
ENSGMOG00000006237	0	0	94	1	0	0	0	0
ENSGMOG00000006260	4	3	6	14	1	2	1	2
ENSGMOG00000006264	9	21	351	97	258	147	5	8
ENSGMOG00000018317	2	7	1	11	6	18	1	1
ENSGMOG00000003582	0	0	0	0	0	0	0	1
ENSGMOG00000010538	381	259	403	329	386	369	732	628
ENSGMOG00000010543	2211	4262	2364	1679	1773	2317	2728	3193
ENSGMOG00000010546	227	67	495	23	85	82	589	1139
ENSGMOG00000019262	7	1	19	18	17	28	32	48
ENSGMOG00000019266	74	24	123	41	71	74	180	169
ENSGMOG00000019275	1	0	0	0	3	0	0	3
ENSGMOG00000009495	850	1082	1032	631	1324	1494	1970	1910
ENSGMOG00000009509	5	2	4	2	13	9	9	6
ENSGMOG00000009513	2	0	0	0	1	0	0	0
ENSGMOG00000009518	1761	3501	2004	1409	1620	1608	3188	3265
ENSGMOG00000009525	45	51	34	3	14	11	36	24
ENSGMOG00000009532	15	1	7	1	0	0	14	8
ENSGMOG00000009544	397	160	382	485	673	654	487	551
ENSGMOG00000009559	0	0	8	2	0	0	0	0
ENSGMOG00000009561	213	498	382	282	219	235	632	405
ENSGMOG00000009567	100	141	75	7	48	32	146	47
ENSGMOG00000001516	21	22	60	21	21	31	49	56
ENSGMOG00000001541	0	0	0	0	0	0	0	0
ENSGMOG00000001559	6601	9311	1782	1436	286	200	8256	7538
ENSGMOG00000001570	176	199	258	215	242	248	343	339
ENSGMOG00000001627	23	36	14	2	15	10	80	15
ENSGMOG00000019181	12	5	84	15	8	3	1	0
ENSGMOG00000019219	759	971	565	629	1060	1708	1019	1022
ENSGMOG00000016878	1803	199	1913	2087	4006	1627	3357	2298
ENSGMOG00000018919	11	9	13	0	11	10	15	20
ENSGMOG00000004421	6	1	6	2	2	3	2	8
ENSGMOG00000004487	225	252	417	220	309	535	512	514
ENSGMOG00000004554	647	1012	1007	721	742	630	1276	1264
ENSGMOG00000004565	413	963	699	1070	484	630	687	854
ENSGMOG00000004598	1241	2443	1808	1052	1438	1432	3397	2866
ENSGMOG00000004604	682	303	1034	287	626	559	1410	1026
ENSGMOG00000004663	229	315	411	227	304	299	792	787
ENSGMOG00000004694	2836	2131	1735	989	2769	3330	2758	2562
ENSGMOG00000004727	518	497	518	287	704	860	699	766
ENSGMOG00000004741	1869	1824	5180	610	1696	3364	2831	4681
ENSGMOG00000004762	4531	13360	11846	1969	4195	9535	6301	10469
ENSGMOG00000004812	173	263	167	191	241	239	530	555
ENSGMOG00000004834	618	1073	926	537	836	830	2692	2657
ENSGMOG00000004864	763	1467	1403	836	1112	1244	2750	2604
ENSGMOG00000004899	127	114	525	39	165	326	181	167
ENSGMOG00000004917	9	12	11	3	28	18	25	21
ENSGMOG00000004928	24	37	39	21	34	45	62	24
ENSGMOG00000004938	16677	16077	18682	13711	14256	13332	30189	33459
ENSGMOG00000004962	5960	21513	10093	4314	6879	12081	3516	7726
ENSGMOG00000004978	111	46	200	67	137	108	104	177
ENSGMOG00000004991	125	148	26	213	172	35	37	108
ENSGMOG00000013019	3	10	5	1	1	9	8	4
ENSGMOG00000013028	117	86	146	88	117	130	425	412
ENSGMOG00000013047	1783	3274	2924	1914	1977	2689	3774	4072
ENSGMOG00000013061	38	37	28	21	69	44	116	82
ENSGMOG00000013066	1	0	3	4	2	0	0	0
ENSGMOG00000018136	2	0	42	10	10	18	31	24
ENSGMOG00000021885	0	0	0	0	0	0	0	0
ENSGMOG00000012912	1	0	0	0	0	0	0	0
ENSGMOG00000012915	0	5	2	0	0	1	0	0
ENSGMOG00000012918	123	55	174	49	156	99	246	356
ENSGMOG00000012399	3780	8042	14932	9569	9583	11397	1378	8112
ENSGMOG00000012403	292	114	569	37	187	400	125	310
ENSGMOG00000008330	144	314	175	126	110	120	289	217
ENSGMOG00000008333	350	324	400	219	409	345	166	187
ENSGMOG00000008335	4319	2817	4186	1665	10366	16328	1019	1662
ENSGMOG00000008337	1957	2284	2646	991	1451	1726	3765	3752
ENSGMOG00000008341	231	530	357	179	243	255	527	563
ENSGMOG00000016020	32	10	79	12	58	30	33	58
ENSGMOG00000015790	0	0	0	0	59	0	59	0
ENSGMOG00000015831	495	864	929	195	391	557	2098	1811
ENSGMOG00000015848	29	39	23	1	13	15	52	41
ENSGMOG00000014841	50	13	68	25	76	46	79	52
ENSGMOG00000014866	25469	35552	25754	20215	20840	39630	15769	14808
ENSGMOG00000014880	7	6	9	8	3	9	8	3
ENSGMOG00000014931	180	652	439	340	329	462	797	706
ENSGMOG00000014965	0	3	1	4	0	1	0	14
ENSGMOG00000014999	383	80	273	151	421	269	357	442
ENSGMOG00000008048	73	85	234	84	152	134	141	93
ENSGMOG00000008055	3	3	6	1	0	23	5	2
ENSGMOG00000016073	1444	886	1728	1634	2211	3497	2499	1875
ENSGMOG00000022101	0	0	0	1	0	0	0	0
ENSGMOG00000010410	2	0	4	1	7	0	7	2
ENSGMOG00000010417	0	0	0	0	0	0	0	0
ENSGMOG00000010493	1061	637	1366	1227	1368	1793	1504	2570
ENSGMOG00000017029	25	89	57	26	23	63	75	57
ENSGMOG00000017044	1	0	1	0	0	0	0	0
ENSGMOG00000017048	31	24	74	12	8	20	19	78
ENSGMOG00000017085	19	51	58	11	11	12	16	50
ENSGMOG00000017096	2	0	10	3	4	2	0	2
ENSGMOG00000004689	526	243	715	422	447	403	1100	1118
ENSGMOG00000004716	1112	993	1016	875	897	1036	1250	1885
ENSGMOG00000004726	47	30	62	29	52	39	100	99
ENSGMOG00000004760	28	101	27	14	143	137	9	0
ENSGMOG00000004765	811	1018	869	672	532	456	636	786
ENSGMOG00000004775	64	42	52	39	324	388	613	175
ENSGMOG00000004794	0	0	1	0	1	0	0	0
ENSGMOG00000004811	450	521	656	517	665	693	1394	1396
ENSGMOG00000004865	658	1263	1045	545	696	598	1479	1483
ENSGMOG00000004881	2071	1745	3135	1587	2364	2093	5023	5244
ENSGMOG00000004698	471	276	750	394	853	685	1049	640
ENSGMOG00000004724	1475	1455	1648	792	1613	1618	2816	2563
ENSGMOG00000004810	323	432	572	360	280	316	1007	842
ENSGMOG00000004844	2568	1515	1297	1529	2819	3174	1538	1540
ENSGMOG00000004885	89	54	61	44	110	118	109	55
ENSGMOG00000004912	694	909	842	639	380	605	802	845
ENSGMOG00000004932	396	439	695	371	560	507	1813	2352
ENSGMOG00000004959	1026	1894	1920	1328	1294	1092	1715	1454
ENSGMOG00000004986	21	5	15	1	14	16	17	16
ENSGMOG00000005017	590	186	307	203	383	333	204	154
ENSGMOG00000005093	2345	2192	3057	1571	1881	2089	1684	1477
ENSGMOG00000005110	0	0	4	1	0	0	1	0
ENSGMOG00000008758	0	0	2	2	1	1	3	9
ENSGMOG00000008764	255	121	699	225	340	348	990	794
ENSGMOG00000019865	0	0	0	0	1	4	0	1
ENSGMOG00000008774	1	4	26	1	2	0	2	2
ENSGMOG00000008784	0	13	8	2	3	2	2	0
ENSGMOG00000008790	0	0	1	0	3	0	1	1
ENSGMOG00000008802	86	94	82	24	132	97	65	69
ENSGMOG00000013553	4	2	4	0	3	8	6	10
ENSGMOG00000009570	44	60	97	10	1	16	99	174
ENSGMOG00000009595	0	2	0	0	3	0	0	0
ENSGMOG00000006070	42	9	104	5	52	20	27	112
ENSGMOG00000006086	36	63	133	65	122	37	57	55
ENSGMOG00000001305	6	0	10	1	2	0	6	4
ENSGMOG00000016435	12976	25293	20221	11491	10841	13422	32394	24417
ENSGMOG00000016441	1	16	1	1	32	70	9	4
ENSGMOG00000016459	0	3	0	0	4	2	0	0
ENSGMOG00000001580	1	0	0	0	4	1	6	5
ENSGMOG00000002997	1396	889	1653	1821	1725	1951	2564	2224
ENSGMOG00000000793	1	0	0	0	0	0	0	0
ENSGMOG00000000805	456	789	785	351	568	835	1305	1662
ENSGMOG00000000841	27	31	83	15	46	49	104	63
ENSGMOG00000005255	2889	2101	2617	1348	3732	4868	4775	4220
ENSGMOG00000005284	123	34	48	137	71	150	2136	207
ENSGMOG00000005293	3	0	16	4	9	25	16	9
ENSGMOG00000005298	2645	4157	3016	2525	3256	3372	3746	4127
ENSGMOG00000005322	78	109	57	28	37	43	84	86
ENSGMOG00000018017	425	470	643	356	472	461	1102	971
ENSGMOG00000018024	0	10	10	3	7	0	2	0
ENSGMOG00000018047	118	129	183	101	109	108	338	422
ENSGMOG00000018075	44	23	91	1	32	2	72	45
ENSGMOG00000018098	1563	890	891	927	796	1101	1126	1469
ENSGMOG00000018113	1001	1124	1150	678	1118	1290	1142	1061
ENSGMOG00000018133	269	277	328	123	267	352	493	571
ENSGMOG00000018147	454	99	201	61	164	193	200	232
ENSGMOG00000001759	53	7	39	106	120	81	80	71
ENSGMOG00000001774	0	0	0	0	0	0	1	0
ENSGMOG00000001789	449	223	512	318	323	387	687	621
ENSGMOG00000000189	2632	1363	2604	1707	4861	4084	3552	3577
ENSGMOG00000000201	22	2	100	8	12	9	32	29
ENSGMOG00000000221	113	219	277	69	100	127	509	484
ENSGMOG00000000231	1402	3340	2486	2498	1993	2331	2956	2392
ENSGMOG00000000249	136	279	288	55	149	253	383	365
ENSGMOG00000000251	13773	19870	21009	8788	11567	13393	33551	30632
ENSGMOG00000000264	35	34	31	4	18	113	20	25
ENSGMOG00000000274	541	588	416	200	297	483	724	654
ENSGMOG00000000290	5	17	8	0	5	5	11	5
ENSGMOG00000010080	984	313	2740	161	651	1045	698	1783
ENSGMOG00000010095	3	4	23	0	2	6	2	1
ENSGMOG00000010114	49	50	222	50	151	86	220	235
ENSGMOG00000010156	210	313	270	111	227	197	833	829
ENSGMOG00000010162	223	282	542	269	533	522	303	423
ENSGMOG00000010186	1735	2258	2359	1859	2523	2609	4567	3705
ENSGMOG00000010201	31	25	18	18	23	16	26	6
ENSGMOG00000017843	0	0	0	0	0	0	1	1
ENSGMOG00000017863	0	0	0	0	0	0	0	0
ENSGMOG00000017888	0	0	0	0	0	0	0	0
ENSGMOG00000014640	0	0	3	0	0	0	1	0
ENSGMOG00000002120	41	7	41	26	17	31	58	93
ENSGMOG00000002702	0	0	0	0	0	0	0	3
ENSGMOG00000002757	59	33	38	3	26	7	90	25
ENSGMOG00000002823	437	159	583	347	375	398	1086	1113
ENSGMOG00000002868	389	118	460	389	333	252	825	893
ENSGMOG00000002883	345	348	451	357	974	725	652	603
ENSGMOG00000002904	14	13	6	7	20	9	1	7
ENSGMOG00000002931	45	3	37	63	80	60	139	64
ENSGMOG00000004796	444	692	906	384	619	553	1498	1411
ENSGMOG00000004835	2	9	17	3	2	1	10	2
ENSGMOG00000004843	0	8	11	0	18	7	5	0
ENSGMOG00000004847	0	0	0	0	0	0	0	0
ENSGMOG00000004871	2	0	0	0	0	0	0	0
ENSGMOG00000017598	4	0	7	0	2	5	13	17
ENSGMOG00000017633	7	39	25	8	13	35	48	24
ENSGMOG00000017654	8	1	31	13	13	3	5	12
ENSGMOG00000017690	13	12	47	18	13	8	11	18
ENSGMOG00000017711	638	851	1013	166	673	880	789	843
ENSGMOG00000000543	7	5	39	11	15	16	22	21
ENSGMOG00000004644	62	19	104	82	112	92	209	202
ENSGMOG00000004666	48	33	109	25	70	65	53	48
ENSGMOG00000004677	1380	2696	2781	1699	1718	3136	2784	1782
ENSGMOG00000021093	5	28	21	12	12	27	18	20
ENSGMOG00000004690	4396	9339	5982	4654	4428	5900	6764	8809
ENSGMOG00000004710	1088	512	1557	806	1389	1810	1663	1912
ENSGMOG00000004747	158	154	282	181	347	220	389	292
ENSGMOG00000004767	0	2	4	2	5	6	3	0
ENSGMOG00000004784	12	0	60	7	9	4	7	16
ENSGMOG00000004791	3	1	0	1	2	6	1	0
ENSGMOG00000004813	696	344	1599	437	1216	766	1130	1530
ENSGMOG00000001031	84	23	33	22	34	57	112	80
ENSGMOG00000001040	195	290	329	182	169	236	127	289
ENSGMOG00000001044	826	483	1354	809	973	923	1702	1684
ENSGMOG00000001075	49	69	38	23	98	62	109	66
ENSGMOG00000019937	125	358	224	155	164	223	251	278
ENSGMOG00000015019	37	50	40	6	18	19	64	53
ENSGMOG00000015038	3953	4489	2274	1729	2415	3724	3055	2507
ENSGMOG00000010090	79	33	65	95	273	115	181	214
ENSGMOG00000010103	39	36	94	26	60	63	204	180
ENSGMOG00000010116	62	168	115	57	99	102	372	392
ENSGMOG00000010130	2312	3730	2557	2129	1865	1715	4396	4167
ENSGMOG00000010141	67	75	21	8	25	41	113	39
ENSGMOG00000010172	85	102	264	61	76	96	243	222
ENSGMOG00000010184	1438	1922	1832	1039	1342	1705	3869	4244
ENSGMOG00000022017	36	43	23	81	32	31	35	29
ENSGMOG00000010204	29	46	70	17	85	44	105	153
ENSGMOG00000010214	15	5	19	0	4	37	6	7
ENSGMOG00000016627	1226	266	779	718	573	547	862	1143
ENSGMOG00000016635	669	442	1929	613	1320	933	1298	1304
ENSGMOG00000000446	691	362	877	489	887	753	1637	1538
ENSGMOG00000000473	1494	2529	1189	1104	886	918	1635	1501
ENSGMOG00000019777	2	0	2	2	1	0	4	0
ENSGMOG00000015089	34	12	23	4	0	0	169	145
ENSGMOG00000015117	0	0	2	0	1	0	1	3
ENSGMOG00000015128	3	3	2	0	6	6	21	2
ENSGMOG00000015147	77	85	49	187	259	395	40	21
ENSGMOG00000015162	6	0	5	3	8	16	0	0
ENSGMOG00000015186	698	671	348	509	923	773	855	613
ENSGMOG00000015200	228	252	440	103	464	424	666	710
ENSGMOG00000015242	2338	4189	1364	1088	1109	1102	2542	3096
ENSGMOG00000015253	3	0	2	3	3	2	7	4
ENSGMOG00000015358	7	0	19	11	3	12	0	0
ENSGMOG00000012084	26877	73334	35543	27489	29447	37241	36985	36898
ENSGMOG00000012087	899	512	1040	629	869	924	842	900
ENSGMOG00000012092	130	93	198	115	172	122	357	374
ENSGMOG00000012094	246	228	261	219	335	285	414	484
ENSGMOG00000006297	1080	229	828	362	708	570	3222	1991
ENSGMOG00000006311	2351	2614	1835	1254	2718	2504	2871	3071
ENSGMOG00000016191	5	9	23	12	19	15	19	23
ENSGMOG00000016215	43	5	36	40	19	48	82	67
ENSGMOG00000016037	0	5	0	0	0	0	0	0
ENSGMOG00000018923	0	1	0	0	1	0	0	0
ENSGMOG00000018927	0	0	0	0	0	0	0	0
ENSGMOG00000006821	84	154	165	97	105	106	275	267
ENSGMOG00000006825	1140	1182	1802	968	1319	1299	2819	3159
ENSGMOG00000006841	3	0	1	4	4	2	1	4
ENSGMOG00000006844	500	952	1220	490	884	1131	1009	712
ENSGMOG00000006858	9	9	21	18	14	47	9	10
ENSGMOG00000006870	126	182	239	99	138	136	267	204
ENSGMOG00000006887	285	377	639	427	769	784	862	1038
ENSGMOG00000006928	291	179	509	187	569	338	518	285
ENSGMOG00000018218	0	3	38	0	6	5	7	3
ENSGMOG00000018231	270	427	410	465	893	593	837	1163
ENSGMOG00000018732	269	155	276	231	406	267	421	421
ENSGMOG00000010722	0	0	0	0	0	0	1	0
ENSGMOG00000014181	387	443	360	276	288	356	1147	1445
ENSGMOG00000014213	1294	633	1653	1053	1400	1454	2661	2587
ENSGMOG00000014287	359	121	536	256	450	293	226	250
ENSGMOG00000014313	7767	15329	13726	9973	9846	9553	12142	12995
ENSGMOG00000014330	0	0	0	0	1	0	0	0
ENSGMOG00000014353	116	122	91	77	228	127	170	108
ENSGMOG00000014390	91	131	178	57	144	113	256	214
ENSGMOG00000020090	5	3	9	16	17	7	8	6
ENSGMOG00000011271	97	96	84	145	109	136	197	182
ENSGMOG00000011274	166	32	275	95	218	166	222	255
ENSGMOG00000011284	1391	2415	1391	1037	923	1317	1046	981
ENSGMOG00000011294	321	219	345	273	366	288	477	419
ENSGMOG00000011302	1384	1089	2132	497	1202	1434	10453	7248
ENSGMOG00000011310	431	2353	525	231	357	605	3393	1852
ENSGMOG00000010933	793	1021	932	916	1309	1446	1133	1160
ENSGMOG00000010942	85	94	149	44	133	203	15	25
ENSGMOG00000010948	569	889	689	325	880	1104	117	210
ENSGMOG00000010967	191	88	237	184	552	361	332	250
ENSGMOG00000010977	399	430	698	283	713	648	1114	1031
ENSGMOG00000010984	2578	2231	4729	2703	3441	3310	5827	5260
ENSGMOG00000010992	584	366	949	539	1001	1504	694	686
ENSGMOG00000019507	576	96	533	333	399	372	878	793
ENSGMOG00000005135	409	328	1437	494	647	533	2010	1382
ENSGMOG00000005163	790	1110	1172	668	1114	1045	1543	1749
ENSGMOG00000005192	2085	3481	2731	1463	1870	1805	2398	3177
ENSGMOG00000005203	5559	8134	6171	3687	5858	7861	7450	6239
ENSGMOG00000005220	8	8	56	19	8	18	8	44
ENSGMOG00000005235	153	21	504	177	345	283	63	87
ENSGMOG00000003164	0	0	0	0	0	0	0	2
ENSGMOG00000003175	25	0	5	9	0	3	3	1
ENSGMOG00000003180	2198	2256	1802	819	902	1246	2153	1813
ENSGMOG00000008580	1344	3464	1738	1911	1095	2299	2245	1661
ENSGMOG00000008582	252	298	426	280	259	493	645	675
ENSGMOG00000008593	127	259	232	148	224	205	474	413
ENSGMOG00000008608	14	34	43	11	14	20	90	110
ENSGMOG00000002610	1937	372	2208	1617	1951	1765	2480	2522
ENSGMOG00000002656	0	0	0	0	0	0	0	0
ENSGMOG00000008853	26	57	84	48	117	124	121	89
ENSGMOG00000008859	1	0	5	2	5	3	3	5
ENSGMOG00000008870	0	0	0	0	0	0	0	0
ENSGMOG00000008877	0	0	0	1	0	0	0	0
ENSGMOG00000008878	5	79	2	7	13	5	161	9
ENSGMOG00000008927	587	390	806	393	815	737	1103	1155
ENSGMOG00000008949	134	313	215	101	128	92	361	250
ENSGMOG00000008964	119	69	118	52	75	64	171	158
ENSGMOG00000008970	47	1	26	15	23	19	107	110
ENSGMOG00000008474	54	63	94	23	126	88	93	68
ENSGMOG00000008477	1	3	5	3	2	9	2	3
ENSGMOG00000008482	42	28	52	71	53	52	35	71
ENSGMOG00000008484	142	350	285	185	196	161	926	884
ENSGMOG00000008490	280	414	406	170	205	155	282	353
ENSGMOG00000008492	3589	3100	3350	3276	3349	3378	2875	3066
ENSGMOG00000008494	9	19	119	10	35	46	59	71
ENSGMOG00000001998	31	6	50	20	41	19	106	126
ENSGMOG00000002011	630	264	780	276	313	289	806	669
ENSGMOG00000002033	22	37	139	12	57	59	79	105
ENSGMOG00000002069	0	0	0	0	0	0	0	0
ENSGMOG00000003769	405	124	671	405	478	380	902	915
ENSGMOG00000011991	69	28	76	52	31	18	62	37
ENSGMOG00000011993	36	34	31	29	10	2	36	26
ENSGMOG00000011997	5408	1304	5997	1998	4541	4034	6266	6931
ENSGMOG00000012010	8321	5032	5791	2959	6693	7254	6419	6234
ENSGMOG00000012021	390	77	427	268	473	473	444	426
